3.7404,-1.9145,-0.38902,0.4468,-0.42665,-0.023206,-0.28613,-0.22061,0.029792,0.19759,-0.21831,0.015169,-0.069172,11.166,3.1423,0.88252,0.37388,0.48037,0.44263,0.44835,0.3744,0.34774,0.37824,0.35549,0.35792,0.28647,9.4605,-3.4143,-0.41215,0.43388,-0.40839,0.084103,-0.28951,-0.30511,0.060965,0.11196,-0.23041,0.051281,-0.011258,-0.069652,-0.64768,-0.76443,-1.0445,-1.2001,-1.4195,-2.0754,-3.053,-4.1102,-5.9028,-8.9435,-13.469,0.67923,0.86755,0.70924,0.82333,1.2775,2.0559,2.9,4.2954,6.7856,10.704,16.836,27.031,-0.34363,-1.0102,-1.0185,-1.0043,-0.89136,-1.3326,-1.4926,-2.0607,-1.9526,-2.3565,-2.791,-5.1436,1
7.3677,-1.1354,-0.69796,0.20692,-0.86323,-0.62856,-0.40102,-0.66566,-0.34516,0.21525,-0.099186,-0.010138,0.17108,3.7951,1.4279,0.47776,0.43671,0.44077,0.30253,0.34991,0.44763,0.38125,0.20922,0.29319,0.27321,0.25629,7.0715,-1.1729,-0.71144,0.29059,-0.90059,-0.63893,-0.40816,-0.74436,-0.3579,0.21294,-0.14533,0.015876,0.15792,0.41594,0.00051,-0.24332,-0.074425,0.15515,0.029956,-0.38667,-0.76339,-0.89095,-1.1846,-1.9632,-3.4679,0.44328,0.47307,0.4325,0.72297,0.94403,1.3875,1.8948,2.9669,4.6313,7.4162,11.795,19.034,0.45987,0.041153,-0.14854,0.18125,0.32492,0.19376,-0.1213,-0.23224,-0.033912,-0.033688,-0.077972,-0.062931,1
8.5465,-0.58935,-1.8434,-0.59399,-0.30805,-0.37802,-0.4208,-0.36543,-0.6927,0.08794,0.089619,0.012375,-0.02239,1.9519,0.45758,0.31911,0.28849,0.41151,0.4273,0.40887,0.30717,0.33281,0.21182,0.24697,0.25168,0.25326,8.4256,-0.54815,-1.8219,-0.5741,-0.21305,-0.47083,-0.43864,-0.44081,-0.72032,0.050346,0.14104,-0.02386,-0.044789,0.91229,0.27286,-0.38553,-0.56158,0.24813,0.59787,-0.1062,-0.71486,-0.080278,0.63591,0.42476,-0.42149,0.14527,0.13538,0.13025,0.2121,0.17492,0.22634,0.15269,0.30295,0.21229,0.37278,0.3403,0.44719,0.91295,0.28074,-0.39869,-0.60939,0.24263,0.60295,-0.085741,-0.64949,-0.096989,0.55181,0.37246,-0.411,1
9.9856,-0.85305,-1.7296,-0.50939,-0.7703,-0.073871,-1.0197,-0.56152,-0.59251,-0.38127,0.023612,0.28674,0.16477,1.6487,0.54756,0.40862,0.3417,0.40961,0.28611,0.22378,0.27791,0.16875,0.14424,0.30646,0.19397,0.34251,9.3394,-1.0158,-1.8919,-0.64979,-0.92001,0.01384,-1.0061,-0.58729,-0.57911,-0.34248,0.000158,0.29238,0.096248,0.84015,0.090923,-0.021943,-0.11828,-0.20146,-0.065761,0.15377,0.22374,-0.099559,-0.22523,0.036741,0.23609,0.24732,0.18833,0.20679,0.090966,0.32368,0.16526,0.16191,0.099571,0.077264,0.17609,0.14962,0.35674,0.75194,0.16233,-0.065534,-0.10691,-0.25712,-0.045479,0.1324,0.27648,-0.11924,-0.27042,0.077858,0.1272,1
11.684,0.10737,-1.9442,-0.95946,-0.31576,-0.27325,-0.90085,-0.34923,-0.31129,0.19478,-0.20262,0.1084,0.006961,2.1688,0.40224,0.20328,0.44165,0.22905,0.40937,0.22457,0.3706,0.31006,0.34498,0.18078,0.21063,0.1986,12.622,0.20807,-2.0019,-0.86368,-0.30828,-0.27028,-0.91819,-0.31196,-0.32135,0.38917,-0.17432,0.16156,0.045984,1.0734,0.28028,-0.34296,-0.82574,0.3381,0.62294,0.11638,-0.62196,-0.44348,0.55652,0.70343,-0.034479,0.16612,0.24043,0.076421,0.21542,0.28819,0.29938,0.3118,0.34707,0.41937,0.47652,0.56827,0.5157,1.054,0.26621,-0.35741,-0.79185,0.27055,0.65848,0.15053,-0.56363,-0.34751,0.48848,0.58972,0.082093,1
-2.4842,-1.8425,-2.0097,0.51028,-1.1569,-0.12904,-0.40726,-0.26087,-0.45784,0.29904,0.123,-0.03316,0.063575,8.9078,1.2993,0.58398,0.53752,0.34721,0.6202,0.6451,0.33702,0.43815,0.093061,0.31426,0.31412,0.25567,-2.8522,-1.905,-2.2242,0.4765,-1.2281,0.009264,-0.52083,-0.27449,-0.57057,0.30484,0.16447,0.024829,0.021223,0.70946,-0.51778,-0.25486,0.078461,-0.092673,-0.16144,-0.10256,-0.15851,-0.069716,-0.13507,-0.179,0.002295,0.32251,0.16171,0.343,0.17853,0.079725,0.25053,0.1763,0.095381,0.17654,0.2749,0.12332,0.15967,0.65645,-0.58877,-0.17782,0.069462,-0.10411,-0.21052,-0.07668,-0.17975,-0.01724,-0.11445,-0.18627,-0.067758,1
12.895,-1.4867,0.25749,-0.70716,-0.67566,-0.49644,-0.63863,-0.37932,-0.56183,0.31857,0.002585,-0.085351,0.31883,0.90796,0.19444,0.16959,0.24187,0.36996,0.14062,0.3466,0.3836,0.28581,0.2187,0.2813,0.1996,0.22615,12.688,-1.5599,0.32799,-0.63119,-0.72527,-0.42243,-0.72965,-0.33807,-0.45002,0.31836,-0.14245,-0.13935,0.25513,-0.24831,-0.062412,0.57248,0.4791,0.28778,0.36932,0.13437,-0.42128,-0.42884,-0.49815,-0.3609,-0.019321,0.065766,0.095613,0.076727,0.061271,0.1339,0.19063,0.22193,0.096293,0.189,0.2886,0.3326,0.27849,-0.26527,-0.044741,0.54762,0.52005,0.32455,0.3518,0.21172,-0.43995,-0.47151,-0.56534,-0.42228,-0.050011,1
10.689,-2.0341,-0.000409,0.093542,-0.21759,0.48047,-0.69802,-0.31705,-0.30885,0.13997,-0.052172,-0.084355,0.10915,2.094,0.52342,0.45728,0.31607,0.50687,0.3258,0.18183,0.30471,0.32052,0.28522,0.21563,0.31147,0.26576,10.488,-2.0561,-0.035426,0.21217,-0.2458,0.3616,-0.69578,-0.32337,-0.26544,0.17178,-0.10303,0.013133,0.12946,-0.17226,-0.3482,0.1928,0.24403,0.041484,0.09926,-0.010153,-0.046944,0.081286,0.1645,0.15375,0.15338,0.3023,0.28674,0.2259,0.10204,0.12205,0.15424,0.19069,0.1825,0.084497,0.086902,0.097185,0.099315,-0.22013,-0.36076,0.23365,0.23231,0.015357,0.094747,0.00337,-0.038882,0.091758,0.16133,0.1611,0.16736,1
4.3267,-2.7214,-1.2355,0.92949,-0.99543,0.12419,-0.1522,-0.091887,-0.24633,0.38261,-0.14028,0.10249,-0.030508,13.071,2.4219,1.5468,0.59644,0.70537,0.70569,0.72451,0.59662,0.37372,0.43368,0.31935,0.33346,0.18154,10.337,-3.3515,-1.0984,0.90514,-0.96646,-0.04722,-0.06568,-0.24705,-0.3048,0.3788,-0.19492,0.12468,-0.017482,0.23579,-0.89408,-0.34862,-0.51644,-0.74342,-0.40303,-0.75752,-1.0322,-0.87192,-1.4906,-1.8178,-1.8738,0.60402,0.67752,0.6283,0.55478,0.46289,0.60586,0.89449,0.91902,1.1301,1.6462,1.8104,2.4604,-0.062974,-0.97866,-0.52215,-0.67417,-0.66361,-0.37774,-0.73219,-0.95337,-0.7925,-1.0399,-1.3759,-1.524,1
10.638,-0.044109,-1.6165,-0.67775,-0.1035,-0.25342,-0.732,-0.68764,-0.75809,0.009026,0.06685,-0.051203,0.0529,1.3673,0.29024,0.29214,0.2612,0.36802,0.23669,0.21507,0.26327,0.25618,0.2086,0.22826,0.2284,0.18782,10.185,-0.022889,-1.6779,-0.64353,-0.12863,-0.24382,-0.72026,-0.68463,-0.73653,0.000636,0.050621,-0.1058,0.049436,0.93665,0.45079,-0.39075,-0.71209,0.13667,0.72001,0.18838,-0.7452,-0.4849,0.61769,0.98279,-0.13085,0.10566,0.072874,0.16001,0.12875,0.21447,0.31806,0.18757,0.4415,0.25348,0.4383,0.53129,0.42487,0.92453,0.45859,-0.39472,-0.72317,0.11816,0.65311,0.1576,-0.6113,-0.43338,0.51446,0.84992,-0.099996,1
