15.223,-1.3255,-2.5705,-0.71392,-0.3189,0.56937,0.73879,-0.4774,-0.65638,0.42146,0.87059,0.1799,-0.52738,0.55995,0.27257,0.5138,0.13162,0.23887,0.23793,0.29265,0.16832,0.22227,0.38495,0.22897,0.35923,0.15467,15.376,-1.2633,-2.3666,-0.73758,-0.28958,0.57955,0.69958,-0.51176,-0.71102,0.41596,0.8271,0.16634,-0.54093,0.67238,0.16941,-0.46745,-0.24762,0.069731,-0.088602,-0.32325,-0.10655,0.053195,-0.16903,-0.052542,0.176,0.11813,0.05566,0.13007,0.08775,0.13454,0.18701,0.095881,0.15206,0.094629,0.14036,0.11166,0.11978,0.69074,0.14744,-0.43176,-0.23377,0.04689,-0.13877,-0.29886,-0.049045,0.055941,-0.19778,-0.028057,0.23808,1
13.559,-0.72816,-3.3634,-0.98377,-0.020837,0.30983,0.71531,0.28337,-0.63468,-0.69233,0.57917,0.83867,-0.1541,1.6187,0.68913,0.54955,0.41177,0.35626,0.43325,0.20873,0.34199,0.35438,0.30632,0.5218,0.31043,0.5269,14.271,-0.64002,-3.2011,-1.0105,0.026726,0.36672,0.71943,0.30859,-0.65892,-0.64951,0.70095,0.83094,-0.27495,0.9431,0.27278,-0.7984,-0.46332,0.5021,0.39612,-0.48391,-0.55974,0.19553,0.3641,-0.26993,-0.39685,0.23783,0.13071,0.32128,0.23338,0.50349,0.35997,0.65065,0.51697,0.94446,0.74387,1.3412,1.0119,0.93478,0.30911,-0.72376,-0.519,0.37415,0.34834,-0.2508,-0.46812,-0.081703,0.17605,0.17823,-0.27974,1
16.21,-0.74344,-2.3257,-1.1977,0.099296,0.3948,0.31986,-0.28293,-0.34375,0.71512,1.0488,-0.34694,-0.60309,0.4971,0.35047,0.34326,0.51874,0.27704,0.21602,0.1291,0.26509,0.36498,0.25106,0.26402,0.21062,0.09134,16.298,-0.61374,-2.1282,-1.0573,0.24657,0.31345,0.29848,-0.37563,-0.55006,0.83124,1.0902,-0.37385,-0.55828,0.63858,0.28104,-0.38138,-0.42147,-0.062145,0.11866,-0.049474,-0.23405,-0.28587,4.85e-05,0.34949,0.18734,0.081426,0.068696,0.025419,0.087455,0.023185,0.16575,0.11383,0.10669,0.090906,0.16288,0.18954,0.11116,0.61883,0.26411,-0.37036,-0.41214,-0.062545,0.063455,-0.044478,-0.19932,-0.2628,-0.06462,0.27527,0.165,1
12.889,-0.53937,-3.2725,-1.1252,0.19398,0.47371,0.82465,0.079166,-0.69038,-0.42334,0.61932,0.71627,-0.22555,1.4965,0.4127,0.36572,0.25825,0.25405,0.29113,0.16612,0.4842,0.38425,0.36471,0.54452,0.32153,0.35208,13.388,-0.42486,-3.1845,-1.1211,0.12317,0.47577,0.83826,-0.033864,-0.82634,-0.48539,0.75995,0.70409,-0.26876,0.98077,0.31637,-0.87174,-0.55619,0.61411,0.55349,-0.64171,-0.81108,0.39402,0.75348,-0.47129,-0.93342,0.23563,0.12669,0.32245,0.21636,0.53816,0.28673,0.75479,0.43199,1.1164,0.73988,1.5063,1.1859,0.93603,0.32561,-0.79177,-0.60846,0.44354,0.57665,-0.3324,-0.80175,-0.1643,0.85161,0.22004,-0.80591,1
15.898,-1.367,-2.1687,-0.6481,-0.13318,0.49033,0.78892,-0.78122,-0.64765,0.8962,0.79578,-0.22363,-0.37678,0.53315,0.40558,0.32164,0.27753,0.21193,0.24058,0.28354,0.24963,0.27683,0.24435,0.27836,0.2821,0.18367,15.911,-1.3246,-2.1813,-0.57733,-0.12256,0.46803,0.79799,-0.81745,-0.60649,0.87368,0.80465,-0.33626,-0.4369,0.70693,0.25728,-0.53315,-0.35303,0.18898,0.10651,-0.38569,-0.37503,0.11863,0.30364,-0.0011174,-0.26517,0.12974,0.055824,0.14562,0.077625,0.16595,0.16067,0.11194,0.1881,0.16084,0.26486,0.18104,0.34892,0.71028,0.24926,-0.54012,-0.34534,0.19214,0.078403,-0.34508,-0.32752,0.12703,0.28408,0.040925,-0.14427,1
12.166,-0.72736,-3.4922,-1.2809,0.06425,0.19159,0.72961,0.40833,-0.26431,-0.55873,0.14552,0.47701,0.072477,1.5122,0.39431,0.54362,0.3672,0.36194,0.30997,0.26392,0.28676,0.29186,0.43529,0.35031,0.44475,0.31687,12.117,-0.75648,-3.4055,-1.2631,0.088931,0.20861,0.74351,0.40497,-0.32225,-0.68379,0.1369,0.55089,0.014755,1.1648,0.23028,-1.1422,-0.37223,1.0814,0.3039,-1.2876,-0.46298,1.3655,0.3761,-1.8275,-0.33438,0.28281,0.19293,0.40408,0.38485,0.68621,0.62952,0.99356,1.0898,1.5609,1.8894,2.4161,3.3568,1.1619,0.30997,-1.1621,-0.50731,1.088,0.45393,-1.1601,-0.63831,1.0044,0.74322,-1.0898,-0.82975,1
13.762,-1.3054,-3.0376,-0.87536,0.32454,0.61639,0.91111,-0.17269,-0.95197,-0.087182,0.98045,0.2346,-0.76196,1.129,0.3746,0.54513,0.40004,0.22079,0.26415,0.2786,0.33298,0.16974,0.32871,0.35275,0.27454,0.20273,13.946,-1.2424,-3.0326,-0.86817,0.38541,0.66944,0.8565,-0.27649,-0.96483,-0.041639,1.0603,0.23485,-0.75503,0.91348,0.24426,-0.78985,-0.44073,0.51822,0.35791,-0.6218,-0.60098,0.32722,0.44616,-0.23893,-0.43346,0.20057,0.094644,0.20147,0.14078,0.33059,0.2241,0.38561,0.26128,0.58456,0.41758,0.6932,0.51086,0.94191,0.22484,-0.77602,-0.4169,0.49611,0.32358,-0.58633,-0.58351,0.27627,0.42015,-0.077555,-0.32274,1
12.087,-0.72248,-3.4818,-1.3546,-0.030728,0.19251,0.6235,0.30412,-0.030711,-0.3037,0.032096,0.24399,0.099621,1.1655,0.48348,0.43153,0.44649,0.4053,0.40249,0.27319,0.36141,0.38576,0.62707,0.31457,0.56982,0.38581,11.964,-0.6992,-3.4827,-1.4111,0.0085746,0.20324,0.66018,0.31669,0.0058223,-0.26899,0.025838,0.19425,0.18263,1.0636,0.2829,-0.94111,-0.46173,0.74645,0.40611,-0.82816,-0.64252,0.70832,0.6991,-0.86332,-0.9373,0.22816,0.15061,0.3174,0.23101,0.5225,0.30878,0.6975,0.43184,1.0244,0.66418,1.4205,1.003,1.0615,0.28612,-0.94965,-0.51786,0.73169,0.40947,-0.67214,-0.63916,0.35068,0.62389,-0.24608,-0.74395,1
7.8057,-0.96973,-3.5704,-0.46308,-1.0294,-0.58121,0.22199,-0.13853,-0.093055,-0.41255,0.06141,0.32777,-0.11256,3.7736,0.33469,0.50287,0.40242,0.44667,0.36844,0.38907,0.26014,0.34694,0.36853,0.24871,0.25532,0.27151,6.7868,-0.94408,-3.6371,-0.49951,-0.89246,-0.7044,0.37007,-0.18036,-0.065521,-0.34984,0.10819,0.39504,-0.17759,1.201,-0.17711,-1.0394,0.38974,0.85133,-0.81434,-0.80514,1.0714,0.47099,-1.6319,-0.23208,1.9852,0.22905,0.22958,0.24522,0.43642,0.27144,0.74209,0.40363,1.0466,0.84788,1.415,1.6948,1.8187,1.2352,-0.19643,-1.0419,0.36115,0.84971,-0.6351,-0.83712,0.76465,0.64693,-1.2154,-0.67565,1.5625,1
12.432,-0.97652,-3.2185,-0.47839,-0.41195,0.097904,0.94213,0.27344,-0.62784,-0.78333,0.39269,0.86405,-0.0091712,1.7067,0.43385,0.53875,0.42498,0.33464,0.3323,0.23986,0.32366,0.37777,0.30986,0.41437,0.32785,0.34537,12.852,-0.9284,-3.216,-0.50297,-0.40776,0.13546,0.95232,0.33183,-0.71015,-0.77867,0.44214,0.95429,0.033049,0.96855,0.037618,-0.87014,-0.077313,0.63808,-0.17683,-0.79314,0.083737,0.62116,-0.41835,-0.94886,0.37027,0.2466,0.17498,0.26339,0.32385,0.37657,0.47221,0.42537,0.73805,0.5924,1.0962,0.69181,1.7574,0.97573,0.06344,-0.85534,-0.19197,0.65786,-0.026307,-0.73887,-0.22425,0.54371,-0.016147,-0.8587,-0.37109,1
